n59989,cDW_2000Q,circuit8,gap0.01,graph9
Time,489182
a,b,valid,frequency
251,241,False,6
255,179,False,17
255,113,False,56
255,99,False,2
255,163,False,3
255,177,False,136
190,209,False,1
247,96,False,1
255,97,False,20
255,145,False,96
255,240,False,2
255,241,False,56
247,193,False,3
247,147,False,5
247,249,False,12
181,245,False,6
247,225,False,4
191,233,False,1
223,210,False,1
247,81,False,7
255,129,False,22
243,121,False,3
255,185,False,58
145,223,False,1
255,161,False,28
253,209,False,1
191,209,False,6
255,225,False,19
247,209,False,16
243,68,False,1
255,200,False,1
211,251,False,1
247,97,False,3
247,177,False,9
211,243,False,1
243,215,False,1
247,211,False,4
191,241,False,9
255,128,False,2
149,245,False,1
251,176,False,1
255,144,False,4
55,245,False,3
255,169,False,9
255,209,False,49
255,81,False,62
175,243,False,1
181,255,False,3
191,177,False,10
247,113,False,7
251,209,False,2
253,185,False,5
117,241,False,1
183,153,False,1
241,215,False,1
251,153,False,2
251,177,False,4
255,187,False,6
119,249,False,4
247,169,False,1
191,81,False,2
187,177,False,1
247,69,False,1
127,179,False,1
247,185,False,11
252,209,False,1
255,176,False,8
127,169,False,1
55,253,False,5
247,217,False,6
247,179,False,3
191,115,False,1
127,249,False,2
247,176,False,1
239,113,False,1
191,153,False,4
255,160,False,4
255,233,False,4
255,83,False,2
179,207,False,1
115,217,False,1
251,185,False,2
255,249,False,23
251,193,False,1
247,129,False,4
255,49,False,24
255,1,False,4
179,249,False,1
127,185,False,3
247,251,False,3
255,211,False,4
253,161,False,2
183,186,False,1
127,241,False,3
239,81,False,1
255,213,False,3
251,96,False,1
183,183,False,1
247,181,False,3
255,224,False,2
255,64,False,2
253,153,False,1
255,65,False,9
255,33,False,9
253,160,False,1
255,17,False,4
127,65,False,1
251,113,False,4
255,115,False,8
247,245,False,4
179,121,False,1
247,241,False,16
115,223,False,1
251,145,False,1
183,249,False,5
255,121,False,22
181,223,False,2
255,112,False,4
117,245,False,2
251,165,False,2
247,145,False,5
255,104,False,1
127,177,False,3
177,253,False,2
123,241,False,1
255,170,False,1
247,208,False,2
251,225,False,2
127,117,False,3
181,173,False,1
253,177,False,4
119,113,False,1
159,213,False,1
189,241,False,2
255,193,False,14
183,245,False,9
125,245,False,3
179,253,False,5
191,249,False,11
115,255,False,2
117,253,False,6
183,197,False,1
247,73,False,1
253,225,False,1
254,177,False,3
253,241,False,6
255,80,False,2
247,231,False,1
243,213,False,1
243,184,False,1
180,255,False,1
55,249,False,1
49,246,False,1
255,137,False,4
190,213,False,1
127,113,False,2
115,135,False,1
245,179,False,1
253,113,False,2
243,85,False,1
173,245,False,1
117,249,False,1
245,253,False,2
247,65,False,1
191,125,False,1
127,189,False,1
191,185,False,5
115,253,False,2
255,57,False,13
123,249,False,1
181,181,False,2
179,213,False,2
