Time,139705
a,b,valid,Percentage_of_results
95,7,False,0.2
7,21,False,0.1
55,27,False,0.1
79,93,False,0.2
123,16,False,0.1
123,21,False,0.4
75,37,False,0.1
6,85,False,0.1
125,25,False,0.1
95,29,False,0.3
66,55,False,0.1
87,31,False,0.2
109,21,False,0.1
123,53,False,0.3
77,45,False,0.1
91,29,False,0.2
87,21,False,0.1
95,37,False,0.8
119,81,False,0.1
85,39,False,0.1
123,11,False,0.1
93,15,False,0.1
87,39,False,0.3
63,5,False,0.4
89,23,False,0.2
127,41,False,0.1
40,11,False,0.1
123,23,False,0.2
95,53,False,0.7
23,77,False,0.1
125,23,False,0.3
43,92,False,0.1
86,61,False,0.1
70,17,False,0.1
11,61,False,0.1
94,7,False,0.1
126,23,False,0.2
119,23,False,0.2
37,3,False,0.1
75,61,False,0.1
86,55,False,0.3
26,127,False,0.2
93,53,False,0.1
113,31,False,0.1
91,55,False,0.4
58,45,False,0.1
55,21,False,0.2
87,51,False,0.1
93,11,False,0.1
55,23,False,0.1
75,21,False,0.1
10,93,False,0.1
102,29,False,0.1
111,5,False,0.2
91,21,False,0.3
39,21,False,0.2
95,39,False,0.2
107,17,False,0.1
78,51,False,0.1
127,28,False,0.2
95,87,False,0.1
122,61,False,0.1
76,39,False,0.1
127,5,False,0.6
25,23,False,0.1
111,1,False,0.1
88,127,False,0.1
63,11,False,0.1
127,38,False,0.1
118,55,False,0.2
19,55,False,0.1
22,5,False,0.1
119,19,False,0.1
119,29,False,0.2
127,35,False,0.2
122,21,False,0.1
54,85,False,0.1
110,53,False,0.2
50,61,False,0.2
111,21,False,0.4
74,117,False,0.1
94,53,False,0.3
111,79,False,0.1
15,121,False,0.1
122,81,False,0.1
13,55,False,0.2
47,21,False,0.1
123,55,False,0.3
54,25,False,0.1
47,81,False,0.1
119,37,False,0.2
121,31,False,0.2
127,31,False,0.1
66,61,False,0.1
76,33,False,0.1
125,17,False,0.2
85,15,False,0.1
77,41,False,0.1
91,17,False,0.1
22,99,False,0.1
76,69,False,0.1
55,45,False,0.1
110,31,False,0.1
127,25,False,0.2
126,63,False,0.1
62,29,False,0.1
15,53,False,0.2
15,47,False,0.2
92,47,False,0.2
95,45,False,0.4
51,31,False,0.1
127,4,False,0.3
90,53,False,0.3
111,55,False,0.1
71,55,False,0.3
63,51,False,0.1
91,113,False,0.1
83,32,False,0.1
87,53,False,0.4
43,31,False,0.1
83,47,False,0.1
123,33,False,0.1
30,53,False,0.2
118,41,False,0.1
107,37,False,0.1
126,5,False,0.3
122,55,False,0.4
30,103,False,0.1
94,21,False,0.5
82,53,False,0.3
127,52,False,0.3
64,55,False,0.1
82,31,False,0.1
123,29,False,0.3
62,83,False,0.1
55,34,False,0.1
95,69,False,0.2
67,47,False,0.2
38,29,False,0.1
63,25,False,0.1
103,23,False,0.2
87,13,False,0.1
54,21,False,0.1
86,51,False,0.1
55,79,False,0.1
95,17,False,0.1
78,55,False,0.2
111,13,False,0.1
95,23,False,0.2
29,118,False,0.1
66,113,False,0.1
47,69,False,0.2
107,23,False,0.1
47,63,False,0.1
118,13,False,0.1
122,37,False,0.1
86,23,False,0.3
95,21,False,0.4
15,45,False,0.1
27,71,False,0.1
27,50,False,0.1
95,46,False,0.1
77,47,False,0.2
75,55,False,0.2
91,53,False,0.3
79,85,False,0.2
94,55,False,0.4
93,55,False,0.1
26,61,False,0.1
41,23,False,0.1
127,45,False,0.3
79,59,False,0.1
94,29,False,0.1
26,55,False,0.1
99,89,False,0.1
21,127,False,0.1
110,103,False,0.1
127,21,False,0.3
70,29,False,0.1
31,61,False,0.2
63,29,False,0.1
86,39,False,0.1
63,81,False,0.1
0,47,False,0.1
31,37,False,0.2
119,47,False,0.1
26,21,False,0.1
102,81,False,0.1
38,31,False,0.1
110,55,False,0.1
