Time,250010
a,b,valid,Percentage_of_results
29,29,False,4.2
25,29,False,0.7
28,31,False,3.6
29,27,False,1.2
29,31,False,5.6
19,31,False,2.6
29,21,False,0.9
25,31,False,4.6
29,23,False,1.3
17,31,False,5.2
29,25,False,0.8
20,31,False,4.6
21,31,False,5.4
28,29,False,0.6
27,31,False,0.9
21,29,False,1.8
25,23,False,1.3
12,31,False,2.4
16,31,False,3.2
20,27,False,0.2
31,21,False,0.9
31,19,False,0.2
25,11,False,0.2
19,29,False,0.3
31,31,False,0.3
23,15,False,0.7
23,31,False,1.0
27,23,False,1.5
13,29,False,1.3
28,23,False,0.1
25,21,False,0.5
21,23,False,0.2
31,13,False,0.1
17,27,False,0.6
25,19,False,0.6
31,27,False,0.1
31,17,False,0.7
13,27,False,0.2
23,11,False,0.2
11,31,False,0.6
21,27,False,0.3
23,23,False,1.0
19,27,False,0.7
29,28,False,0.1
12,29,False,0.4
20,23,False,0.1
13,31,False,2.4
29,19,False,0.2
23,13,False,0.7
23,19,False,0.1
11,23,False,0.2
31,23,False,1.4
22,31,False,0.6
17,15,False,0.6
9,29,False,0.1
23,29,False,0.3
27,19,False,0.6
29,13,False,0.3
12,27,False,0.4
26,23,False,0.5
21,13,False,1.1
31,20,False,0.2
28,15,False,0.5
28,27,False,0.3
29,30,False,0.1
20,15,False,0.4
20,29,False,0.3
18,31,False,0.8
27,15,False,0.1
22,15,False,0.1
21,15,False,2.0
15,28,False,0.1
5,29,False,0.4
25,27,False,0.5
11,27,False,0.1
31,22,False,0.1
19,15,False,0.2
4,31,False,0.3
17,29,False,1.3
19,23,False,0.4
25,22,False,0.1
29,15,False,1.6
17,23,False,0.7
21,25,False,0.2
21,17,False,0.1
23,14,False,0.1
9,31,False,1.3
31,29,False,0.3
31,11,False,0.2
26,19,False,0.1
15,23,False,0.3
9,21,False,0.1
13,23,False,0.3
27,27,False,0.4
28,19,False,0.1
28,13,False,0.2
16,27,False,0.6
25,28,False,0.1
21,9,False,0.2
13,15,False,0.3
31,3,False,0.1
23,9,False,0.2
23,25,False,0.1
17,30,False,0.1
30,15,False,0.1
23,7,False,0.2
24,31,False,0.9
31,7,False,0.2
15,31,False,0.2
30,21,False,0.2
24,27,False,0.1
21,21,False,0.3
10,26,False,0.1
11,29,False,0.1
12,23,False,0.1
11,19,False,0.1
27,30,False,0.1
27,25,False,0.1
31,15,False,0.1
27,21,False,0.2
27,7,False,0.2
18,27,False,0.1
19,11,False,0.1
23,17,False,0.1
9,11,False,0.1
20,13,False,0.3
25,30,False,0.1
5,23,False,0.1
22,7,False,0.1
14,31,False,0.2
9,23,False,0.1
21,11,False,0.2
27,17,False,0.1
23,21,False,0.1
15,27,False,0.2
27,3,False,0.1
13,9,False,0.1
30,31,False,0.1
21,5,False,0.2
7,31,False,0.2
9,30,False,0.1
1,31,False,0.1
29,7,False,0.2
25,25,False,0.1
21,3,False,0.1
5,15,False,0.2
16,29,False,0.1
30,19,False,0.1
15,11,False,0.1
4,29,False,0.1
17,13,False,0.1
27,29,False,0.1
31,5,False,0.4
31,1,False,0.1
1,23,False,0.1
15,25,False,0.1
25,15,False,0.1
29,3,False,0.1
14,23,False,0.1
21,7,False,0.2
3,31,False,0.2
5,31,False,0.6
22,27,False,0.1
29,12,False,0.1
8,31,False,0.3
23,3,False,0.1
9,15,False,0.1
13,13,False,0.1
3,27,False,0.1
27,5,False,0.1
12,13,False,0.1
23,28,False,0.1
