Time,250105
a,b,valid,Percentage_of_results
125,19,False,0.7
125,31,False,0.1
123,21,False,0.2
63,19,False,0.5
7,63,False,0.1
94,19,False,0.1
127,15,False,1.2
127,3,False,2.1
55,7,False,0.1
127,11,False,1.2
58,23,False,0.3
123,23,False,0.4
119,3,False,0.4
115,33,False,0.1
110,29,False,0.1
3,127,False,1.2
1,125,False,0.1
91,39,False,0.1
11,61,False,0.1
69,123,False,0.1
63,37,False,0.2
31,19,False,0.1
1,111,False,0.1
127,5,False,0.9
127,27,False,0.7
35,63,False,0.2
95,21,False,0.1
63,55,False,0.4
63,21,False,0.1
37,63,False,0.2
124,3,False,0.2
43,29,False,0.1
127,7,False,2.7
58,59,False,0.1
31,27,False,0.1
23,31,False,0.1
87,15,False,0.1
63,23,False,1.1
127,17,False,0.5
47,23,False,0.1
9,59,False,0.1
21,63,False,0.3
103,39,False,0.2
115,19,False,0.2
85,51,False,0.2
123,1,False,0.1
117,2,False,0.1
13,63,False,0.2
125,3,False,0.2
125,25,False,0.1
110,31,False,0.1
97,123,False,0.1
85,39,False,0.2
23,123,False,0.1
63,27,False,0.3
91,23,False,0.1
87,51,False,0.2
95,43,False,0.6
115,35,False,0.2
111,5,False,0.1
109,59,False,0.1
54,23,False,0.1
126,11,False,0.8
127,23,False,1.6
1,59,False,0.1
63,15,False,0.2
42,23,False,0.1
126,17,False,0.1
95,9,False,0.2
127,19,False,1.3
29,95,False,0.1
29,47,False,0.1
127,65,False,0.1
63,22,False,0.2
119,21,False,0.2
23,47,False,0.2
62,19,False,0.1
87,11,False,0.1
55,27,False,0.2
103,23,False,0.1
63,54,False,0.1
2,63,False,0.1
126,23,False,0.8
110,11,False,0.1
119,39,False,0.9
87,47,False,0.3
125,27,False,1.0
95,55,False,0.3
101,31,False,0.1
93,11,False,0.2
91,21,False,0.1
119,53,False,0.2
62,27,False,0.2
127,21,False,0.8
23,51,False,0.1
127,41,False,0.3
123,5,False,0.1
63,31,False,0.2
117,11,False,0.1
119,55,False,0.9
66,111,False,0.1
110,15,False,0.1
30,63,False,0.1
93,31,False,0.1
126,7,False,0.6
55,31,False,0.1
103,7,False,0.1
31,63,False,0.4
47,31,False,0.1
125,9,False,0.1
126,27,False,0.4
47,21,False,0.1
119,11,False,0.3
105,63,False,0.1
126,15,False,0.3
127,25,False,0.3
95,27,False,0.1
83,53,False,0.1
127,26,False,0.1
22,63,False,0.2
114,31,False,0.1
119,19,False,0.5
127,31,False,0.4
17,123,False,0.1
125,35,False,0.2
65,115,False,0.1
112,15,False,0.1
1,127,False,0.1
2,127,False,0.2
65,57,False,0.1
81,63,False,0.1
59,63,False,0.2
119,7,False,0.8
88,55,False,0.1
123,34,False,0.1
18,27,False,0.1
117,13,False,0.1
119,15,False,0.3
65,123,False,0.1
25,119,False,0.1
59,29,False,0.1
118,23,False,0.3
69,59,False,0.2
123,53,False,0.2
125,11,False,0.5
69,42,False,0.1
91,29,False,0.1
121,63,False,0.2
125,43,False,0.1
58,55,False,0.2
95,23,False,0.2
67,61,False,0.1
55,23,False,0.1
105,119,False,0.1
119,6,False,0.2
127,13,False,0.3
55,55,False,0.2
125,51,False,0.3
85,63,False,0.4
91,37,False,0.1
119,23,False,0.2
33,127,False,0.2
53,63,False,0.2
111,55,False,0.3
107,49,False,0.1
61,27,False,0.2
59,53,False,0.1
119,35,False,0.5
95,15,False,0.2
51,29,False,0.1
4,59,False,0.1
123,17,False,0.4
101,19,False,0.1
113,43,False,0.1
127,35,False,0.7
115,25,False,0.1
41,85,False,0.1
51,119,False,0.2
3,125,False,0.1
19,63,False,0.1
37,115,False,0.1
50,61,False,0.1
83,63,False,0.4
113,47,False,0.1
127,9,False,0.5
122,31,False,0.3
107,33,False,0.1
117,7,False,0.1
7,59,False,0.1
126,21,False,0.4
1,119,False,0.1
13,59,False,0.1
43,103,False,0.1
49,115,False,0.2
17,127,False,0.3
63,25,False,0.1
117,43,False,0.2
69,43,False,0.1
