Time,250132
a,b,valid,Percentage_of_results
59,41,False,0.6
47,49,False,1.8
15,57,False,0.8
7,125,False,0.3
107,41,False,0.2
127,35,False,0.3
63,25,False,2.1
21,121,False,0.1
47,59,False,0.8
47,17,False,0.2
63,33,False,1.7
59,49,False,0.1
21,57,False,0.1
13,125,False,0.5
127,33,False,2.3
21,25,False,0.1
63,49,False,2.3
35,121,False,0.1
31,25,False,0.5
31,61,False,0.2
11,57,False,0.2
41,127,False,0.2
61,45,False,0.1
47,61,False,0.4
47,57,False,4.0
47,41,False,0.3
111,49,False,1.8
23,121,False,0.3
63,41,False,2.7
63,61,False,0.6
15,123,False,0.3
55,73,False,0.2
95,35,False,0.1
5,127,False,0.1
37,57,False,0.1
111,57,False,1.6
55,37,False,0.1
127,41,False,4.4
37,125,False,0.2
29,123,False,0.1
31,41,False,0.3
31,89,False,0.5
43,57,False,0.8
61,57,False,0.3
63,9,False,2.2
15,121,False,0.3
63,81,False,0.6
109,17,False,0.1
47,43,False,0.2
41,57,False,0.3
63,57,False,4.5
55,9,False,0.3
123,57,False,0.3
63,89,False,1.0
127,57,False,2.9
11,125,False,0.3
95,41,False,0.5
31,57,False,1.5
45,119,False,0.1
11,89,False,0.1
123,53,False,0.1
47,121,False,0.4
43,121,False,0.2
63,45,False,0.2
45,57,False,0.1
63,121,False,0.4
111,41,False,0.2
125,25,False,0.4
37,111,False,0.1
31,49,False,0.3
43,25,False,0.2
125,57,False,0.4
123,33,False,0.1
63,1,False,0.3
39,41,False,0.1
59,33,False,0.2
61,47,False,0.2
47,113,False,0.4
43,125,False,0.3
123,41,False,0.9
27,27,False,0.1
119,33,False,0.1
109,49,False,0.6
61,121,False,0.1
43,49,False,0.1
93,25,False,0.1
127,45,False,0.4
95,57,False,0.8
111,53,False,0.3
47,56,False,0.1
12,63,False,0.1
123,49,False,0.1
27,57,False,0.1
13,61,False,0.2
45,51,False,0.1
47,51,False,0.7
31,29,False,0.2
107,57,False,0.8
59,51,False,0.1
15,9,False,0.1
95,25,False,0.7
21,123,False,0.1
29,121,False,0.2
59,57,False,0.9
41,63,False,0.6
111,17,False,0.3
59,89,False,0.1
63,17,False,0.8
15,45,False,0.2
61,89,False,0.3
37,121,False,0.1
107,49,False,0.2
63,73,False,0.4
63,37,False,0.1
127,49,False,1.6
127,1,False,0.4
111,56,False,0.2
15,25,False,0.1
47,93,False,0.2
37,59,False,0.2
119,21,False,0.1
11,41,False,0.1
39,51,False,0.1
63,29,False,0.1
29,91,False,0.1
95,37,False,0.1
127,17,False,0.4
55,41,False,0.3
127,43,False,0.2
23,61,False,0.1
61,61,False,0.3
109,59,False,0.1
43,61,False,0.3
45,47,False,0.1
9,127,False,0.3
55,35,False,0.1
125,41,False,0.1
45,59,False,0.2
63,35,False,0.2
61,123,False,0.1
7,89,False,0.1
55,57,False,0.4
14,127,False,0.1
31,9,False,0.1
111,59,False,0.5
95,1,False,0.1
15,125,False,0.1
47,33,False,0.2
31,117,False,0.1
47,25,False,0.3
37,63,False,0.1
47,125,False,0.2
13,85,False,0.1
9,121,False,0.1
23,89,False,0.1
79,89,False,0.1
31,73,False,0.1
55,45,False,0.1
61,59,False,0.2
61,41,False,0.1
45,61,False,0.4
15,41,False,0.2
31,85,False,0.1
57,43,False,0.1
41,61,False,0.1
47,89,False,0.2
59,121,False,0.1
109,51,False,0.1
121,61,False,0.1
63,51,False,0.3
63,21,False,0.1
7,47,False,0.1
119,57,False,0.2
43,59,False,0.3
107,45,False,0.1
29,125,False,0.1
95,49,False,0.1
45,121,False,0.1
127,29,False,0.1
121,41,False,0.1
47,46,False,0.1
25,61,False,0.1
43,89,False,0.1
45,91,False,0.1
29,57,False,0.1
45,63,False,0.2
39,107,False,0.1
63,105,False,0.1
39,47,False,0.2
22,79,False,0.1
77,61,False,0.1
119,41,False,0.5
111,61,False,0.3
57,125,False,0.1
95,61,False,0.3
7,123,False,0.1
111,37,False,0.1
127,44,False,0.1
3,123,False,0.1
13,63,False,0.2
79,57,False,0.2
7,61,False,0.1
79,53,False,0.1
127,25,False,0.6
111,25,False,0.2
29,127,False,0.1
95,45,False,0.1
87,57,False,0.1
75,59,False,0.1
53,63,False,0.1
15,119,False,0.1
105,63,False,0.1
77,63,False,0.1
111,33,False,0.6
127,3,False,0.1
43,47,False,0.1
35,59,False,0.1
45,27,False,0.1
45,31,False,0.1
9,63,False,0.1
31,63,False,0.1
111,117,False,0.1
63,59,False,0.6
126,33,False,0.1
55,25,False,0.1
31,33,False,0.1
79,41,False,0.1
37,51,False,0.1
62,13,False,0.1
63,24,False,0.2
101,27,False,0.1
55,89,False,0.1
47,117,False,0.1
39,89,False,0.1
6,95,False,0.1
103,49,False,0.1
29,81,False,0.1
127,89,False,0.2
59,59,False,0.1
63,53,False,0.2
105,61,False,0.1
39,123,False,0.2
47,9,False,0.1
63,113,False,0.1
33,127,False,0.1
45,56,False,0.1
95,43,False,0.1
47,119,False,0.1
45,125,False,0.2
47,123,False,0.3
61,43,False,0.1
47,55,False,0.1
127,9,False,0.4
43,123,False,0.1
79,61,False,0.4
27,107,False,0.1
41,59,False,0.2
127,61,False,0.1
15,61,False,0.2
45,93,False,0.1
95,89,False,0.1
14,53,False,0.1
57,41,False,0.1
43,105,False,0.1
45,127,False,0.1
95,9,False,0.1
97,59,False,0.1
105,13,False,0.1
109,47,False,0.1
107,55,False,0.1
127,56,False,0.2
111,113,False,0.1
109,53,False,0.1
41,121,False,0.1
42,95,False,0.1
29,93,False,0.1
57,63,False,0.1
111,51,False,0.1
15,115,False,0.2
63,43,False,0.3
107,25,False,0.2
63,10,False,0.1
57,123,False,0.1
127,51,False,0.2
31,123,False,0.1
95,33,False,0.1
57,61,False,0.1
111,39,False,0.1
63,93,False,0.1
59,13,False,0.1
41,27,False,0.1
43,41,False,0.1
45,123,False,0.2
21,95,False,0.1
15,59,False,0.1
47,45,False,0.1
87,63,False,0.1
53,99,False,0.1
43,127,False,0.1
