Time,131048
a,b,valid,Percentage_of_results
27,111,False,0.6
61,87,False,0.6
30,23,False,0.1
7,111,False,0.2
83,63,False,0.1
39,115,False,0.1
125,39,False,0.1
61,85,False,0.1
61,119,False,0.2
26,63,False,0.3
95,47,False,0.5
27,103,False,0.7
31,123,False,0.2
31,95,False,0.9
31,23,False,0.1
11,71,False,0.1
15,63,False,0.2
23,95,False,0.5
55,31,False,0.1
61,51,False,0.1
22,119,False,0.1
63,87,False,1.3
31,115,False,0.3
95,45,False,0.2
127,55,False,0.1
83,31,False,0.1
23,63,False,0.3
25,111,False,0.3
47,87,False,0.5
31,127,False,0.4
27,67,False,0.1
47,63,False,0.1
25,95,False,0.4
61,7,False,0.1
95,53,False,0.3
31,87,False,1.2
62,43,False,0.1
125,55,False,0.1
95,61,False,0.1
61,55,False,0.2
30,63,False,0.6
27,61,False,0.2
95,37,False,0.4
88,15,False,0.1
29,107,False,0.1
45,55,False,0.1
45,95,False,0.2
11,109,False,0.1
119,83,False,0.1
53,103,False,0.1
95,3,False,0.3
31,5,False,0.1
31,21,False,0.2
95,46,False,0.1
29,127,False,0.3
7,105,False,0.1
28,31,False,0.1
91,109,False,0.1
19,63,False,0.4
31,59,False,0.2
63,55,False,0.8
87,83,False,0.1
27,79,False,0.4
58,93,False,0.3
15,51,False,0.1
27,125,False,0.3
121,87,False,0.1
53,111,False,0.1
63,51,False,0.5
23,59,False,0.1
26,111,False,0.4
63,85,False,0.3
75,95,False,0.1
27,45,False,0.1
19,29,False,0.1
31,31,False,0.1
31,79,False,0.6
26,23,False,0.1
27,127,False,0.7
127,71,False,0.1
39,119,False,0.1
23,111,False,0.5
23,115,False,0.1
111,39,False,0.3
27,63,False,0.8
87,79,False,0.1
31,47,False,0.7
23,31,False,0.1
30,95,False,0.1
47,86,False,0.1
63,63,False,0.2
45,125,False,0.1
95,63,False,0.3
29,87,False,0.3
55,87,False,0.5
63,29,False,0.2
43,53,False,0.1
91,62,False,0.1
31,109,False,0.1
79,31,False,0.1
31,71,False,0.6
60,91,False,0.1
15,55,False,0.1
55,13,False,0.1
111,45,False,0.2
57,95,False,0.1
59,119,False,0.1
58,119,False,0.1
43,15,False,0.1
95,35,False,0.3
47,95,False,0.1
95,39,False,0.5
94,47,False,0.3
63,95,False,0.5
59,95,False,0.3
63,86,False,0.1
23,87,False,0.7
31,55,False,1.0
53,115,False,0.1
63,67,False,0.3
63,93,False,0.1
43,111,False,0.1
11,47,False,0.2
27,95,False,0.7
59,93,False,0.2
27,55,False,0.3
25,127,False,0.5
51,39,False,0.2
121,47,False,0.1
63,71,False,0.6
45,119,False,0.3
41,127,False,0.1
71,111,False,0.2
23,55,False,0.3
93,63,False,0.3
111,101,False,0.1
55,79,False,0.1
27,85,False,0.1
79,55,False,0.1
31,117,False,0.2
109,19,False,0.1
13,111,False,0.1
63,69,False,0.1
58,109,False,0.1
91,39,False,0.5
127,53,False,0.2
27,87,False,0.3
123,21,False,0.1
55,95,False,0.4
91,119,False,0.2
30,31,False,0.2
29,123,False,0.4
93,95,False,0.1
123,55,False,0.2
43,119,False,0.2
31,63,False,0.9
7,127,False,0.2
59,55,False,0.7
31,85,False,0.1
39,127,False,0.1
122,45,False,0.1
23,107,False,0.2
59,46,False,0.1
15,115,False,0.2
31,111,False,0.1
23,127,False,0.5
87,23,False,0.1
90,37,False,0.1
21,127,False,0.3
61,39,False,0.1
91,55,False,0.5
26,123,False,0.3
27,93,False,0.2
89,45,False,0.1
55,119,False,0.4
27,47,False,0.7
63,37,False,0.3
63,19,False,0.1
27,119,False,0.6
107,39,False,0.1
94,95,False,0.1
22,95,False,0.2
43,23,False,0.1
93,47,False,0.1
111,95,False,0.1
86,47,False,0.1
31,119,False,0.5
47,127,False,0.2
29,79,False,0.2
27,98,False,0.1
25,103,False,0.1
58,127,False,0.3
57,63,False,0.1
63,39,False,0.2
85,55,False,0.2
85,51,False,0.1
123,19,False,0.1
28,127,False,0.1
79,53,False,0.1
31,39,False,0.4
123,23,False,0.2
119,39,False,0.1
30,47,False,0.1
30,123,False,0.1
31,7,False,0.1
25,39,False,0.2
37,87,False,0.1
55,75,False,0.2
41,101,False,0.1
30,127,False,0.2
83,109,False,0.1
27,54,False,0.1
11,127,False,0.2
92,63,False,0.1
43,85,False,0.1
26,45,False,0.1
53,87,False,0.1
31,53,False,0.4
25,47,False,0.2
91,103,False,0.2
126,71,False,0.1
119,85,False,0.1
79,83,False,0.1
31,25,False,0.1
43,117,False,0.1
53,83,False,0.1
123,87,False,0.3
23,109,False,0.1
22,103,False,0.1
31,101,False,0.2
69,63,False,0.1
63,7,False,0.1
59,39,False,0.2
95,23,False,0.3
58,79,False,0.1
59,87,False,0.4
23,119,False,0.3
31,110,False,0.1
22,123,False,0.2
107,71,False,0.1
8,127,False,0.1
89,47,False,0.2
31,43,False,0.1
15,119,False,0.2
87,103,False,0.1
26,93,False,0.1
29,95,False,0.2
62,91,False,0.1
26,127,False,0.3
47,61,False,0.1
22,127,False,0.3
29,119,False,0.3
39,99,False,0.1
35,111,False,0.1
29,99,False,0.1
30,111,False,0.3
57,71,False,0.1
93,55,False,0.2
27,109,False,0.1
59,71,False,0.2
30,91,False,0.1
31,45,False,0.2
119,37,False,0.1
59,127,False,0.2
123,39,False,0.4
111,103,False,0.1
77,63,False,0.1
59,47,False,0.3
95,119,False,0.1
19,55,False,0.2
63,47,False,0.2
63,103,False,0.4
91,47,False,0.3
59,111,False,0.1
87,71,False,0.1
31,61,False,0.2
89,61,False,0.1
71,95,False,0.1
95,43,False,0.1
21,79,False,0.1
59,117,False,0.1
95,51,False,0.2
117,79,False,0.1
79,103,False,0.2
30,79,False,0.3
89,59,False,0.1
63,83,False,0.4
59,115,False,0.1
15,85,False,0.1
15,103,False,0.1
93,79,False,0.2
51,121,False,0.1
39,79,False,0.1
79,47,False,0.1
55,71,False,0.1
26,31,False,0.1
27,39,False,0.5
19,95,False,0.1
79,39,False,0.2
63,123,False,0.1
15,109,False,0.1
79,95,False,0.1
