Time,250116
a,b,valid,Percentage_of_results
21,127,False,0.2
31,59,False,1.9
27,63,False,2.5
93,55,False,0.1
29,55,False,0.7
17,127,False,0.5
27,127,False,1.9
115,27,False,0.1
15,51,False,0.1
127,19,False,0.2
51,115,False,0.2
19,43,False,0.1
29,43,False,0.2
63,85,False,0.1
19,127,False,1.3
17,63,False,0.3
25,115,False,0.6
31,51,False,2.7
27,55,False,0.6
24,119,False,0.1
91,11,False,0.1
25,51,False,0.1
95,21,False,0.1
31,63,False,1.3
29,63,False,0.6
23,47,False,0.3
30,63,False,0.2
27,51,False,0.7
23,107,False,0.2
21,55,False,0.3
17,111,False,0.1
5,123,False,0.1
19,59,False,0.1
13,119,False,0.1
63,83,False,0.4
127,49,False,0.5
43,123,False,0.3
25,55,False,0.3
83,119,False,0.2
31,39,False,0.5
27,59,False,3.0
63,19,False,0.1
27,123,False,1.5
31,43,False,0.9
89,59,False,0.2
21,47,False,0.1
23,53,False,0.1
9,123,False,0.2
42,43,False,0.1
27,19,False,0.1
11,127,False,0.8
55,119,False,0.1
115,55,False,0.1
31,47,False,0.7
23,59,False,0.2
123,59,False,0.2
95,43,False,0.5
91,59,False,0.7
63,50,False,0.4
79,59,False,0.2
31,115,False,0.4
19,63,False,0.5
25,127,False,1.0
127,17,False,0.2
91,43,False,0.2
9,127,False,0.3
11,62,False,0.1
23,35,False,0.3
59,49,False,0.1
25,107,False,0.2
18,111,False,0.1
47,18,False,0.1
91,49,False,0.1
31,27,False,0.3
11,63,False,0.2
5,127,False,0.1
1,119,False,0.2
59,17,False,0.1
89,13,False,0.1
59,127,False,0.3
63,63,False,0.2
63,43,False,0.5
61,127,False,0.1
126,55,False,0.1
83,123,False,0.4
91,31,False,0.3
123,83,False,0.1
55,63,False,0.1
95,63,False,0.3
23,43,False,0.4
95,51,False,0.8
25,111,False,0.1
29,95,False,0.1
19,119,False,0.1
23,109,False,0.2
43,121,False,0.1
31,123,False,0.6
15,59,False,0.5
27,119,False,0.5
59,115,False,0.2
17,123,False,0.4
31,41,False,0.1
107,57,False,0.1
27,111,False,0.3
19,123,False,0.7
7,55,False,0.2
21,103,False,0.4
3,127,False,0.3
31,45,False,0.1
34,123,False,0.1
59,35,False,0.1
31,35,False,0.4
63,33,False,0.1
9,115,False,0.1
85,39,False,0.1
59,57,False,0.1
59,59,False,0.7
91,63,False,0.5
55,59,False,0.1
83,59,False,0.2
31,91,False,0.3
75,127,False,0.1
27,43,False,0.5
27,31,False,0.4
31,55,False,0.9
87,55,False,0.1
15,123,False,0.4
93,51,False,0.1
23,63,False,0.3
61,113,False,0.1
59,95,False,0.1
23,95,False,0.1
31,107,False,0.1
43,59,False,0.1
25,59,False,0.4
95,49,False,0.4
93,123,False,0.1
95,35,False,0.2
63,75,False,0.1
25,123,False,0.4
33,119,False,0.1
31,49,False,0.3
55,15,False,0.1
26,63,False,0.6
49,115,False,0.2
77,49,False,0.1
31,33,False,0.1
23,117,False,0.1
59,63,False,0.1
43,63,False,0.2
11,123,False,0.5
127,61,False,0.1
59,123,False,0.3
59,55,False,0.3
13,127,False,0.1
29,119,False,0.4
26,123,False,0.4
13,111,False,0.1
29,51,False,0.4
123,57,False,0.2
25,63,False,0.2
58,123,False,0.2
23,127,False,0.4
19,55,False,0.2
127,57,False,0.5
123,49,False,0.1
63,27,False,0.4
23,87,False,0.1
13,63,False,0.1
23,39,False,0.1
55,49,False,0.1
95,20,False,0.1
63,34,False,0.1
19,39,False,0.1
19,47,False,0.2
63,21,False,0.1
26,59,False,0.4
15,115,False,0.1
17,119,False,0.1
15,43,False,0.2
22,55,False,0.2
127,63,False,0.1
63,123,False,0.2
122,31,False,0.1
79,87,False,0.1
29,39,False,0.2
63,99,False,0.3
21,119,False,0.1
27,47,False,0.3
123,53,False,0.1
23,55,False,0.2
61,51,False,0.2
29,61,False,0.1
95,61,False,0.2
27,115,False,0.7
58,59,False,0.2
57,59,False,0.1
30,59,False,0.2
23,99,False,0.1
119,23,False,0.1
27,91,False,0.3
23,23,False,0.1
27,62,False,0.1
23,123,False,0.3
19,111,False,0.2
63,37,False,0.1
81,123,False,0.2
23,115,False,0.2
13,107,False,0.1
61,55,False,0.2
31,127,False,0.5
59,91,False,0.2
107,59,False,0.1
95,59,False,1.0
31,87,False,0.2
91,55,False,0.3
95,125,False,0.1
30,123,False,0.1
29,127,False,0.2
75,59,False,0.1
83,127,False,0.2
59,53,False,0.1
125,53,False,0.1
23,119,False,0.3
23,51,False,0.2
123,27,False,0.2
62,55,False,0.1
