Time,250064
a,b,valid,Percentage_of_results
45,7,False,0.1
31,5,False,0.6
63,1,False,11.1
55,5,False,1.0
23,13,True,0.2
45,1,False,0.2
29,3,False,0.4
23,37,False,0.2
47,1,False,1.5
31,3,False,1.0
37,15,False,0.1
53,3,False,0.1
39,1,False,0.1
55,1,False,1.3
11,37,False,0.2
31,1,False,1.3
39,5,False,0.5
61,1,False,0.8
55,3,False,0.7
41,19,False,0.1
15,5,False,0.1
63,5,False,2.0
63,2,False,0.7
63,3,False,3.4
23,35,False,0.4
17,31,False,0.2
5,23,False,0.4
27,1,False,0.2
21,23,False,0.2
1,11,False,0.2
59,1,False,1.3
15,9,False,0.2
43,19,False,0.3
31,9,False,0.3
37,7,False,0.2
31,49,False,0.4
59,9,False,0.2
31,33,False,1.0
7,29,False,0.1
6,55,False,0.1
59,34,False,0.1
63,9,False,1.4
55,11,False,0.5
43,3,False,0.2
15,49,False,0.6
45,23,False,0.2
29,35,False,0.3
47,5,False,1.2
23,45,False,0.2
63,0,False,0.7
31,27,False,0.2
43,17,False,0.1
2,63,False,0.4
59,3,False,0.5
63,17,False,1.5
37,23,False,0.1
19,63,False,0.2
15,53,False,0.3
5,29,False,0.2
23,7,False,0.1
11,45,False,0.1
47,17,False,0.3
3,23,False,0.1
53,1,False,0.1
31,15,False,0.1
62,1,False,0.2
9,5,False,0.1
18,43,False,0.1
47,3,False,0.4
27,59,False,0.1
31,2,False,0.1
29,59,False,0.1
23,3,False,0.4
1,47,False,0.7
63,8,False,0.2
39,7,False,0.4
23,1,False,0.3
2,31,False,0.2
21,47,False,0.3
59,19,False,0.7
31,37,False,0.5
59,23,False,0.1
21,7,False,0.1
31,11,False,0.3
43,5,False,0.1
29,7,False,0.2
1,31,False,0.2
25,27,False,0.1
39,41,False,0.1
3,55,False,0.1
21,41,False,0.1
61,35,False,0.2
18,55,False,0.2
59,5,False,0.3
63,4,False,0.7
63,37,False,0.2
7,61,False,0.1
10,21,False,0.1
29,33,False,0.1
49,27,False,0.1
5,31,False,0.3
31,41,False,0.3
63,33,False,1.9
51,17,False,0.1
35,5,False,0.1
63,35,False,1.2
63,19,False,0.5
9,3,False,0.1
57,3,False,0.3
13,51,False,0.2
15,32,False,0.1
31,35,False,0.5
63,6,False,0.1
47,9,False,0.2
41,15,False,0.1
39,43,False,0.1
25,51,False,0.2
5,7,False,0.2
17,15,False,0.1
47,35,False,0.3
27,13,False,0.1
63,16,False,0.4
5,63,False,0.5
13,19,False,0.1
63,7,False,0.4
13,29,False,0.1
18,27,False,0.1
46,33,False,0.1
3,61,False,0.1
27,35,False,0.5
39,29,False,0.1
31,17,False,0.2
29,19,False,0.1
5,55,False,0.3
63,11,False,0.2
50,23,False,0.1
59,33,False,0.4
53,19,False,0.3
45,19,False,0.2
55,33,False,0.1
14,7,False,0.1
27,27,False,0.1
37,55,False,0.1
1,7,False,0.1
47,23,False,0.2
0,15,False,0.1
61,3,False,0.6
11,29,False,0.1
59,10,False,0.1
11,43,False,0.1
15,37,False,0.2
11,19,False,0.2
2,51,False,0.1
17,3,False,0.1
23,43,False,0.2
47,27,False,0.1
19,13,False,0.1
31,51,False,1.0
61,5,False,0.2
9,7,False,0.1
11,59,False,0.2
27,3,False,0.2
29,5,False,0.1
29,51,False,0.3
31,21,False,0.1
2,55,False,0.3
30,49,False,0.2
5,47,False,0.2
37,31,False,0.1
13,39,False,0.1
7,15,False,0.1
18,35,False,0.1
15,39,False,0.1
13,27,False,0.1
7,39,False,0.1
47,41,False,0.1
47,4,False,0.1
39,39,False,0.1
14,21,False,0.1
21,63,False,0.2
61,9,False,0.1
23,19,False,0.2
51,21,False,0.1
19,33,False,0.1
25,25,False,0.1
63,45,False,0.1
51,41,False,0.1
63,21,False,0.3
55,21,False,0.1
3,63,False,0.1
19,43,False,0.2
47,7,False,0.3
15,3,False,0.1
31,19,False,0.4
59,4,False,0.1
55,57,False,0.1
43,1,False,0.4
27,57,False,0.1
61,2,False,0.2
45,3,False,0.2
3,57,False,0.1
15,51,False,0.1
61,17,False,0.5
27,25,False,0.1
11,53,False,0.1
46,5,False,0.1
55,19,False,0.2
61,7,False,0.2
31,23,False,0.1
29,45,False,0.1
61,23,False,0.3
31,45,False,0.1
18,47,False,0.1
13,63,False,0.1
59,17,False,0.1
23,11,False,0.1
13,31,False,0.1
63,34,False,0.2
31,32,False,0.2
9,27,False,0.1
23,49,False,0.1
30,29,False,0.1
9,31,False,0.1
23,39,False,0.1
63,41,False,0.1
15,41,False,0.1
